sample,genome,taxonomy,source
Ga0485174,Ga0485174__vRhyme_unbinned_872,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_358,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_915,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1111,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_575,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_452,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_265,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_503,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_621,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_639,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_929,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_41,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_490,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_975,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1031,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_27,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_60,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_591,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1205,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_882,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1061,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_985,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_430,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_973,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_988,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_833,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_588,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_11,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_63,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_636,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_927,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_232,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_267,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_672,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_247,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1179,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_945,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_286,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_879,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_83,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_571,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_172,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_761,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_155,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_703,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_193,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_463,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_533,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_12,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_335,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_658,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_531,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_402,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_487,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_115,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_700,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_933,Varidnaviria;Bamfordvirae;Nucleocytoviricota;NA;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_484,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_20,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_772,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_379,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_109,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_775,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1190,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_264,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_359,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_418,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_374,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1113,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_448,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_258,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_304,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_416,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_341,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_970,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1041,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_657,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1115,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_851,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_727,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_144,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_13,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_909,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_306,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1167,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_149,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_319,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1172,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_834,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1149,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1059,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_30,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_728,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_380,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_284,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_594,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_177,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_352,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1082,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_248,Varidnaviria;Bamfordvirae;Nucleocytoviricota;NA;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_175,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_687,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_465,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_477,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_841,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_250,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_921,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_952,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_186,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_69,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_212,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_314,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_332,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_791,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1108,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_690,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_185,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_596,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_62,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_962,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_353,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_73,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_89,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1202,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_397,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_22,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1008,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_297,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_641,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_79,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_204,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_210,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_53,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_329,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1134,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_124,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_792,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_721,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_392,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_313,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_875,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1070,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1216,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_513,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_948,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1009,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_325,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_376,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_161,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_235,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_372,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_486,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_322,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_482,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_3,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_147,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Marseilleviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_97,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_403,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_821,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_942,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_166,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_327,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_130,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
